0003000M_phase0_T,0003000M_phase0_R,0004000M_phase0_T,0004000M_phase0_R,0005000M_phase0_T,0005000M_phase0_R,0006000M_phase0_T,0006000M_phase0_R,0007000M_phase0_T,0007000M_phase0_R,0008000M_phase0_T,0008000M_phase0_R,0009000M_phase0_T,0009000M_phase0_R,0010000M_phase0_T,0010000M_phase0_R,0011000M_phase0_T,0011000M_phase0_R,0012000M_phase0_T,0012000M_phase0_R,0013000M_phase0_T,0013000M_phase0_R,0014000M_phase0_T,0014000M_phase0_R,0015000M_phase0_T,0015000M_phase0_R,0016000M_phase0_T,0016000M_phase0_R
-99,-99,3892.671238,0.581392726,4203.934407,0.716309359,4680.52726,0.897665711,5030.538861,1.007302715,5328.821613,1.131665502,5573.891468,1.271808315,5783.424225,1.429311982,5981.436201,1.590671381,6152.62154,1.814170275,6293.212576,2.054054766,6444.898541,2.271242075,6553.863708,2.528926192,6700.031816,2.758754866
-99,-99,3897.610101,0.587023728,4211.245174,0.721673237,4682.658231,0.906912687,5028.629328,1.017301316,5324.039071,1.142541691,5567.449337,1.283092276,5775.754164,1.441297639,5972.946111,1.603530305,6134.136149,1.829851358,6276.987868,2.068531161,6428.771701,2.287096908,6533.312004,2.550007547,6673.525062,2.787131029
-99,-99,3902.578938,0.592821014,4218.550666,0.727161398,4684.101463,0.916538176,5026.263903,1.027642143,5318.653425,1.153723343,5560.561596,1.294622089,5767.675077,1.45352265,5963.944278,1.616720314,6115.694927,1.846147264,6259.84303,2.083950259,6412.440745,2.302198989,6512.842879,2.570027193,6647.358627,2.814291544
-99,-99,3907.558632,0.598768414,4225.837183,0.732767092,4684.9064,0.926560481,5023.049067,1.038361261,5312.425058,1.16528273,5553.066117,1.306437924,5759.107638,1.465984515,5954.404029,1.630258406,6097.456527,1.862992142,6241.865084,2.100027423,6396.139729,2.317208605,6492.420472,2.589424368,6621.408492,2.840270114
-99,-99,3912.524984,0.604865132,4233.025618,0.738505841,4685.008094,0.936995183,5019.164454,1.049367804,5305.625463,1.177031988,5544.951715,1.318467207,5749.973686,1.478751662,5944.239137,1.644162185,6079.262312,1.880368878,6223.104807,2.11662724,6379.717909,2.332711568,6472.091538,2.608570266,6595.852883,2.865565971
-99,-99,3917.459046,0.611121035,4240.054609,0.74441274,4684.246079,0.947839595,5014.403914,1.060709652,5298.129671,1.189094437,5536.338202,1.330748999,5740.305085,1.49175873,5933.654557,1.658306274,6061.058814,1.898245707,6203.783768,2.13350425,6363.18214,2.348727315,6451.773436,2.627855836,6570.414625,2.889911924
-99,-99,3922.320619,0.617514228,4246.889626,0.750458632,4682.692889,0.959096525,5009.00792,1.072330505,5289.904999,1.201426209,5526.994478,1.343292519,5730.103951,1.504979847,5922.629165,1.672688959,6042.787631,1.916488925,6183.996961,2.150638172,6346.434323,2.365175766,6431.538456,2.647373577,6545.326797,2.914061948
-99,-99,3927.101754,0.62405443,4253.55934,0.75665448,4680.16016,0.970805427,5002.958742,1.084250237,5281.019776,1.214011677,5516.986588,1.356065657,5719.208822,1.518291227,5911.187521,1.687148777,6024.162008,1.935087088,6163.989403,2.167876112,6329.211827,2.382033903,6411.188034,2.667124406,6520.241568,2.938179674
-99,-99,3931.793605,0.630748126,4259.992173,0.763012744,4676.429583,0.983025,4995.332272,1.096320612,5271.284123,1.226154333,5506.702953,1.368562385,5708.083255,1.531392537,5899.191599,1.701651333,6005.471473,1.953605334,6144.042884,2.18506236,6311.599299,2.399116428,6390.85188,2.68700055,6495.075797,2.962439139
-99,-99,3936.421181,0.637606184,4266.212991,0.769549007,4672.533186,0.995539548,4987.151156,1.108207973,5260.741532,1.238560815,5495.427279,1.381103291,5696.344314,1.544675201,5886.632881,1.716317047,5986.368799,1.971800855,6124.047933,2.202004582,6293.680866,2.416122961,6370.407986,2.706795252,6470.045567,2.986579147
